Fecha,Hora,Temperatura,Humedad,Lluvia,Luz,Viento
2025-05-20,16:24:27,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:24:32,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:24:37,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:24:42,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:24:47,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:24:52,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:24:57,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:02,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:07,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:12,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:17,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:22,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:27,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:32,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:37,26.8,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:42,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:48,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:53,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:25:58,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:03,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:08,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:13,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:18,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:23,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:28,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:33,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:38,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:43,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:48,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:53,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:26:58,26.9,59.0,Sin lluvia,Nublado,4
2025-05-20,16:27:03,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:08,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:13,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:18,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:23,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:28,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:33,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:38,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:43,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:48,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:53,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:27:58,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:03,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:08,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:13,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:18,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:23,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:28,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:33,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:39,27.0,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:44,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:49,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:54,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:28:59,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:04,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:09,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:14,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:19,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:24,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:29,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:34,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:39,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:44,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:49,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:29:54,27.1,58.0,Sin lluvia,Noche,4
2025-05-20,16:29:59,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:04,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:09,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:14,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:19,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:24,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:29,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:30:34,27.1,58.0,Sin lluvia,Noche,4
2025-05-20,16:30:39,27.1,58.0,Sin lluvia,Soleado,4
2025-05-20,16:30:46,27.2,58.0,Sin lluvia,Noche,4
2025-05-20,16:30:49,27.2,58.0,Sin lluvia,Noche,4
2025-05-20,16:30:54,27.3,58.0,Sin lluvia,Noche,4
2025-05-20,16:30:59,27.3,58.0,Sin lluvia,Soleado,4
2025-05-20,16:31:08,27.3,58.0,Sin lluvia,Noche,4
2025-05-20,16:31:09,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:31:14,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:31:19,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:31:24,27.4,58.0,Sin lluvia,Nublado,4
2025-05-20,16:31:30,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:31:35,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:31:40,27.4,57.0,Sin lluvia,Noche,4
2025-05-20,16:31:45,27.4,57.0,Sin lluvia,Noche,4
2025-05-20,16:31:50,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:31:55,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:00,27.5,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:05,27.5,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:10,27.5,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:15,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:20,27.5,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:25,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:30,27.4,56.0,Sin lluvia,Nublado,4
2025-05-20,16:32:35,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:40,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:45,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:50,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:32:55,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:00,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:05,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:10,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:15,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:20,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:25,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:30,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:35,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:40,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:45,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:50,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:33:55,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:34:00,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:34:05,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:34:10,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:34:15,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:34:21,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:34:26,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:34:31,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:34:36,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:34:41,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:34:46,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:34:51,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:34:56,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:01,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:06,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:11,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:16,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:21,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:26,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:31,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:36,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:41,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:46,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:51,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:35:56,27.4,57.0,Sin lluvia,Nublado,4
2025-05-20,16:36:01,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:36:06,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:11,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:16,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:21,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:26,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:31,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:36,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:41,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:46,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:51,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:36:56,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:01,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:06,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:12,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:17,27.3,57.0,Sin lluvia,Nublado,4
2025-05-20,16:37:22,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:27,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:32,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:37,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:42,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:47,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:52,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:37:57,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:02,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:07,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:12,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:17,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:22,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:27,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:32,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:37,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:42,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:47,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:52,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:38:57,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:02,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:07,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:12,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:17,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:22,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:27,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:32,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:37,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:42,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:39:47,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:52,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:39:57,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:03,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:08,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:13,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:18,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:23,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:28,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:33,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:38,27.2,59.0,Sin lluvia,Nublado,4
2025-05-20,16:40:43,27.2,59.0,Sin lluvia,Nublado,4
2025-05-20,16:40:48,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:53,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:40:58,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:03,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:08,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:13,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:18,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:41:23,27.2,59.0,Sin lluvia,Nublado,4
2025-05-20,16:41:28,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:33,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:41:38,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:41:43,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:48,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:53,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:41:58,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:03,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:08,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:13,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:18,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:23,27.1,59.0,Sin lluvia,Nublado,4
2025-05-20,16:42:28,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:33,27.2,59.0,Sin lluvia,Nublado,4
2025-05-20,16:42:38,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:43,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:42:48,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:42:54,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:42:59,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:04,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:43:09,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:14,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:19,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:24,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:29,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:34,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:39,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:44,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:49,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:54,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:43:59,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:04,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:09,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:14,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:19,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:24,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:29,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:34,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:39,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:44,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:49,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:54,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:44:59,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:04,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:09,27.2,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:14,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:19,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:24,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:29,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:34,27.1,58.0,Sin lluvia,Nublado,4
2025-05-20,16:45:39,27.1,59.0,Sin lluvia,Noche,4
2025-05-20,16:45:45,27.1,59.0,Sin lluvia,Noche,4
2025-05-20,16:45:50,27.1,59.0,Sin lluvia,Noche,4
2025-05-20,16:45:55,27.1,59.0,Sin lluvia,Noche,4
2025-05-20,16:46:00,27.1,59.0,Sin lluvia,Noche,4
2025-05-20,16:46:05,27.2,59.0,Sin lluvia,Noche,4
2025-05-20,16:46:10,27.3,59.0,Sin lluvia,Noche,4
2025-05-20,16:46:15,27.3,59.0,Sin lluvia,Noche,4
2025-05-20,16:46:20,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:46:25,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:46:30,27.3,58.0,Sin lluvia,Nublado,4
2025-05-20,16:46:35,27.4,58.0,Sin lluvia,Nublado,4
2025-05-20,16:46:40,27.4,58.0,Sin lluvia,Nublado,4
2025-05-20,16:46:45,27.4,58.0,Sin lluvia,Nublado,4
2025-05-20,16:46:50,27.4,58.0,Sin lluvia,Noche,4
2025-05-20,16:46:55,27.4,58.0,Sin lluvia,Noche,4
2025-05-20,16:47:00,27.3,60.0,Sin lluvia,Nublado,4
2025-05-20,16:47:05,27.4,59.0,Sin lluvia,Nublado,4
2025-05-20,16:47:10,27.4,59.0,Sin lluvia,Noche,4
2025-05-20,16:47:15,27.3,59.0,Sin lluvia,Nublado,4
2025-05-20,16:47:20,27.4,58.0,Sin lluvia,Nublado,4
2025-05-20,16:47:25,27.4,58.0,Sin lluvia,Nublado,4
2025-05-20,16:47:30,27.4,58.0,Sin lluvia,Nublado,4
