Fecha,Hora,Latitud,Longitud,Clima,Temperatura,Sensacion,Humedad,Temp_min,Temp_max,Viento,Ciudad
2025-05-02,07:22:37,31.8601,-116.581,Clouds,288.29,288.47,100,288.29,288.29,1.33,Ensenada
